evaluator,generator,dataset,distance,performance,n_samples
gemini-2.0-flash,deepseek-r1-thinking,pku_saferlhf,59,0.3,100
ll-3.1-8b,deepseek-r1-thinking,pku_saferlhf,188,0.49,100
ll-3.1-70b,deepseek-r1-thinking,pku_saferlhf,136,0.56,100
ll-3.1-405b,deepseek-r1-thinking,pku_saferlhf,88,0.37,100
qwen-2.5-72b,deepseek-r1-thinking,pku_saferlhf,133,0.12,100
qwen-3.0-80b,deepseek-r1-thinking,pku_saferlhf,22,0.0,100
deepseek-3.1,deepseek-r1-thinking,pku_saferlhf,5,0.03,100
kimi-k2,deepseek-r1-thinking,pku_saferlhf,1,0.41,100
gpt-oss-120b-thinking,kimi-k2-thinking,pku_saferlhf,75,0.7573684210526315,100
opus-4.1-thinking,kimi-k2-thinking,pku_saferlhf,-12,0.83,100
gemini-2.5-pro-thinking,kimi-k2-thinking,pku_saferlhf,-16,0.0,100
qwen-3.0-80b-thinking,kimi-k2-thinking,pku_saferlhf,64,0.0111111111111111,100
deepseek-r1-thinking,kimi-k2-thinking,pku_saferlhf,11,0.02,100
kimi-k2-thinking,kimi-k2-thinking,pku_saferlhf,0,0.97,100
gpt-4o-mini,kimi-k2-thinking,pku_saferlhf,126,0.3,100
gpt-4.1-mini,kimi-k2-thinking,pku_saferlhf,54,0.0,100
gpt-4o,kimi-k2-thinking,pku_saferlhf,-8,0.01,100
gpt-4.1,kimi-k2-thinking,pku_saferlhf,21,0.45,100
haiku-3.5,kimi-k2-thinking,pku_saferlhf,112,0.35,100
sonnet-4.5,kimi-k2-thinking,pku_saferlhf,-13,0.91,100
opus-4.1,kimi-k2-thinking,pku_saferlhf,-11,0.87,100
gemini-2.0-flash-lite,kimi-k2-thinking,pku_saferlhf,76,0.0,100
gemini-2.0-flash,kimi-k2-thinking,pku_saferlhf,70,0.34,100
ll-3.1-8b,kimi-k2-thinking,pku_saferlhf,199,0.5,100
ll-3.1-70b,kimi-k2-thinking,pku_saferlhf,147,0.44,100
ll-3.1-405b,kimi-k2-thinking,pku_saferlhf,99,0.64,100
qwen-2.5-72b,kimi-k2-thinking,pku_saferlhf,144,0.17,100
qwen-3.0-80b,kimi-k2-thinking,pku_saferlhf,33,0.0,100
deepseek-3.1,kimi-k2-thinking,pku_saferlhf,16,0.04,100
kimi-k2,kimi-k2-thinking,pku_saferlhf,12,0.31,100
gpt-oss-120b-thinking,gpt-4o-mini,pku_saferlhf,-51,0.7039118065433854,100
opus-4.1-thinking,gpt-4o-mini,pku_saferlhf,-138,1.0,100
gemini-2.5-pro-thinking,gpt-4o-mini,pku_saferlhf,-142,0.2,100
qwen-3.0-80b-thinking,gpt-4o-mini,pku_saferlhf,-62,0.0737268847795163,100
deepseek-r1-thinking,gpt-4o-mini,pku_saferlhf,-115,0.15,100
kimi-k2-thinking,gpt-4o-mini,pku_saferlhf,-126,0.3241025641025641,100
gpt-4o-mini,gpt-4o-mini,pku_saferlhf,0,0.81,100
gpt-4.1-mini,gpt-4o-mini,pku_saferlhf,-72,0.01,100
gpt-4o,gpt-4o-mini,pku_saferlhf,-134,0.0915384615384615,100
gpt-4.1,gpt-4o-mini,pku_saferlhf,-105,0.36,100
haiku-3.5,gpt-4o-mini,pku_saferlhf,-14,0.29,100
sonnet-4.5,gpt-4o-mini,pku_saferlhf,-139,0.98,100
opus-4.1,gpt-4o-mini,pku_saferlhf,-137,0.9894736842105264,100
gemini-2.0-flash-lite,gpt-4o-mini,pku_saferlhf,-50,0.47,100
gemini-2.0-flash,gpt-4o-mini,pku_saferlhf,-56,0.64,100
ll-3.1-8b,gpt-4o-mini,pku_saferlhf,73,0.59,100
ll-3.1-70b,gpt-4o-mini,pku_saferlhf,21,0.32,100
ll-3.1-405b,gpt-4o-mini,pku_saferlhf,-27,0.19,100
qwen-2.5-72b,gpt-4o-mini,pku_saferlhf,18,0.2,100
qwen-3.0-80b,gpt-4o-mini,pku_saferlhf,-93,0.0,100
deepseek-3.1,gpt-4o-mini,pku_saferlhf,-110,0.04,100
kimi-k2,gpt-4o-mini,pku_saferlhf,-114,0.53,100
gpt-oss-120b-thinking,gpt-4.1-mini,pku_saferlhf,21,0.6427067669172932,100
opus-4.1-thinking,gpt-4.1-mini,pku_saferlhf,-66,0.9588888888888888,100
gemini-2.5-pro-thinking,gpt-4.1-mini,pku_saferlhf,-70,0.13,100
qwen-3.0-80b-thinking,gpt-4.1-mini,pku_saferlhf,10,0.0612820512820512,100
deepseek-r1-thinking,gpt-4.1-mini,pku_saferlhf,-43,0.1,100
kimi-k2-thinking,gpt-4.1-mini,pku_saferlhf,-54,0.3023076923076923,100
gpt-4o-mini,gpt-4.1-mini,pku_saferlhf,72,0.3,100
gpt-4.1-mini,gpt-4.1-mini,pku_saferlhf,0,1.0,100
gpt-4o,gpt-4.1-mini,pku_saferlhf,-62,0.08,100
gpt-4.1,gpt-4.1-mini,pku_saferlhf,-33,0.24,100
haiku-3.5,gpt-4.1-mini,pku_saferlhf,58,0.25,100
sonnet-4.5,gpt-4.1-mini,pku_saferlhf,-67,0.92,100
opus-4.1,gpt-4.1-mini,pku_saferlhf,-65,0.915945945945946,100
gemini-2.0-flash-lite,gpt-4.1-mini,pku_saferlhf,22,0.54,100
gemini-2.0-flash,gpt-4.1-mini,pku_saferlhf,16,0.62,100
ll-3.1-8b,gpt-4.1-mini,pku_saferlhf,145,0.56,100
ll-3.1-70b,gpt-4.1-mini,pku_saferlhf,93,0.3,100
ll-3.1-405b,gpt-4.1-mini,pku_saferlhf,45,0.18,100
qwen-2.5-72b,gpt-4.1-mini,pku_saferlhf,90,0.16,100
qwen-3.0-80b,gpt-4.1-mini,pku_saferlhf,-21,0.0,100
deepseek-3.1,gpt-4.1-mini,pku_saferlhf,-38,0.0,100
kimi-k2,gpt-4.1-mini,pku_saferlhf,-42,0.53,100
gpt-oss-120b-thinking,gpt-4o,pku_saferlhf,83,0.7515789473684211,100
opus-4.1-thinking,gpt-4o,pku_saferlhf,-4,0.9894736842105264,100
gemini-2.5-pro-thinking,gpt-4o,pku_saferlhf,-8,0.03,100
qwen-3.0-80b-thinking,gpt-4o,pku_saferlhf,72,0.0111111111111111,100
deepseek-r1-thinking,gpt-4o,pku_saferlhf,19,0.01,100
kimi-k2-thinking,gpt-4o,pku_saferlhf,8,0.11,100
gpt-4o-mini,gpt-4o,pku_saferlhf,134,0.21,100
gpt-4.1-mini,gpt-4o,pku_saferlhf,62,0.0,100
gpt-4o,gpt-4o,pku_saferlhf,0,0.99,100
gpt-4.1,gpt-4o,pku_saferlhf,29,0.28,100
haiku-3.5,gpt-4o,pku_saferlhf,120,0.31,100
sonnet-4.5,gpt-4o,pku_saferlhf,-5,0.98,100
opus-4.1,gpt-4o,pku_saferlhf,-3,0.9794736842105264,100
gemini-2.0-flash-lite,gpt-4o,pku_saferlhf,84,0.31,100
gemini-2.0-flash,gpt-4o,pku_saferlhf,78,0.64,100
ll-3.1-8b,gpt-4o,pku_saferlhf,207,0.5,100
ll-3.1-70b,gpt-4o,pku_saferlhf,155,0.23,100
ll-3.1-405b,gpt-4o,pku_saferlhf,107,0.01,100
qwen-2.5-72b,gpt-4o,pku_saferlhf,152,0.01,100
qwen-3.0-80b,gpt-4o,pku_saferlhf,41,0.0,100
deepseek-3.1,gpt-4o,pku_saferlhf,24,0.0,100
kimi-k2,gpt-4o,pku_saferlhf,20,0.4,100
gpt-oss-120b-thinking,gpt-4.1,pku_saferlhf,54,0.6175791175791177,100
opus-4.1-thinking,gpt-4.1,pku_saferlhf,-33,0.9167567567567568,100
gemini-2.5-pro-thinking,gpt-4.1,pku_saferlhf,-37,0.08,100
qwen-3.0-80b-thinking,gpt-4.1,pku_saferlhf,43,0.0205263157894736,100
deepseek-r1-thinking,gpt-4.1,pku_saferlhf,-10,0.06,100
kimi-k2-thinking,gpt-4.1,pku_saferlhf,-21,0.21,100
gpt-4o-mini,gpt-4.1,pku_saferlhf,105,0.28,100
gpt-4.1-mini,gpt-4.1,pku_saferlhf,33,0.0,100
gpt-4o,gpt-4.1,pku_saferlhf,-29,0.05,100
gpt-4.1,gpt-4.1,pku_saferlhf,0,0.8,100
haiku-3.5,gpt-4.1,pku_saferlhf,91,0.26,100
sonnet-4.5,gpt-4.1,pku_saferlhf,-34,0.97,100
opus-4.1,gpt-4.1,pku_saferlhf,-32,0.8667567567567568,100
gemini-2.0-flash-lite,gpt-4.1,pku_saferlhf,55,0.28,100
gemini-2.0-flash,gpt-4.1,pku_saferlhf,49,0.48,100
ll-3.1-8b,gpt-4.1,pku_saferlhf,178,0.54,100
ll-3.1-70b,gpt-4.1,pku_saferlhf,126,0.44,100
ll-3.1-405b,gpt-4.1,pku_saferlhf,78,0.15,100
qwen-2.5-72b,gpt-4.1,pku_saferlhf,123,0.12,100
qwen-3.0-80b,gpt-4.1,pku_saferlhf,12,0.0,100
deepseek-3.1,gpt-4.1,pku_saferlhf,-5,0.0,100
kimi-k2,gpt-4.1,pku_saferlhf,-9,0.45,100
gpt-oss-120b-thinking,haiku-3.5,pku_saferlhf,-37,0.4878378378378379,100
opus-4.1-thinking,haiku-3.5,pku_saferlhf,-124,0.6456140350877192,100
gemini-2.5-pro-thinking,haiku-3.5,pku_saferlhf,-128,0.49,100
qwen-3.0-80b-thinking,haiku-3.5,pku_saferlhf,-48,0.0,100
deepseek-r1-thinking,haiku-3.5,pku_saferlhf,-101,0.14,100
kimi-k2-thinking,haiku-3.5,pku_saferlhf,-112,0.6838461538461539,100
gpt-4o-mini,haiku-3.5,pku_saferlhf,14,0.46,100
gpt-4.1-mini,haiku-3.5,pku_saferlhf,-58,0.01,100
gpt-4o,haiku-3.5,pku_saferlhf,-120,0.08,100
gpt-4.1,haiku-3.5,pku_saferlhf,-91,0.43,100
haiku-3.5,haiku-3.5,pku_saferlhf,0,0.8,100
sonnet-4.5,haiku-3.5,pku_saferlhf,-125,0.9,100
opus-4.1,haiku-3.5,pku_saferlhf,-123,0.62,100
gemini-2.0-flash-lite,haiku-3.5,pku_saferlhf,-36,0.86,100
gemini-2.0-flash,haiku-3.5,pku_saferlhf,-42,0.68,100
ll-3.1-8b,haiku-3.5,pku_saferlhf,87,0.53,100
ll-3.1-70b,haiku-3.5,pku_saferlhf,35,0.33,100
ll-3.1-405b,haiku-3.5,pku_saferlhf,-13,0.42,100
qwen-2.5-72b,haiku-3.5,pku_saferlhf,32,0.22,100
qwen-3.0-80b,haiku-3.5,pku_saferlhf,-79,0.0,100
deepseek-3.1,haiku-3.5,pku_saferlhf,-96,0.0,100
kimi-k2,haiku-3.5,pku_saferlhf,-100,0.65,100
gpt-oss-120b-thinking,sonnet-4.5,pku_saferlhf,88,0.8234817813765183,100
opus-4.1-thinking,sonnet-4.5,pku_saferlhf,1,0.49,100
gemini-2.5-pro-thinking,sonnet-4.5,pku_saferlhf,-3,0.0,100
qwen-3.0-80b-thinking,sonnet-4.5,pku_saferlhf,77,0.03,100
deepseek-r1-thinking,sonnet-4.5,pku_saferlhf,24,0.0,100
kimi-k2-thinking,sonnet-4.5,pku_saferlhf,13,0.05,100
gpt-4o-mini,sonnet-4.5,pku_saferlhf,139,0.38,100
gpt-4.1-mini,sonnet-4.5,pku_saferlhf,67,0.0,100
gpt-4o,sonnet-4.5,pku_saferlhf,5,0.03,100
gpt-4.1,sonnet-4.5,pku_saferlhf,34,0.31,100
haiku-3.5,sonnet-4.5,pku_saferlhf,125,0.36,100
sonnet-4.5,sonnet-4.5,pku_saferlhf,0,0.25,100
opus-4.1,sonnet-4.5,pku_saferlhf,2,0.5,100
gemini-2.0-flash-lite,sonnet-4.5,pku_saferlhf,89,0.09,100
gemini-2.0-flash,sonnet-4.5,pku_saferlhf,83,0.45,100
ll-3.1-8b,sonnet-4.5,pku_saferlhf,212,0.54,100
ll-3.1-70b,sonnet-4.5,pku_saferlhf,160,0.46,100
ll-3.1-405b,sonnet-4.5,pku_saferlhf,112,0.08,100
qwen-2.5-72b,sonnet-4.5,pku_saferlhf,157,0.12,100
qwen-3.0-80b,sonnet-4.5,pku_saferlhf,46,0.0,100
deepseek-3.1,sonnet-4.5,pku_saferlhf,29,0.0,100
kimi-k2,sonnet-4.5,pku_saferlhf,25,0.31,100
gpt-oss-120b-thinking,opus-4.1,pku_saferlhf,86,0.8402633402633403,100
opus-4.1-thinking,opus-4.1,pku_saferlhf,-1,0.44,100
gemini-2.5-pro-thinking,opus-4.1,pku_saferlhf,-5,0.0,100
qwen-3.0-80b-thinking,opus-4.1,pku_saferlhf,75,0.02,100
deepseek-r1-thinking,opus-4.1,pku_saferlhf,22,0.02,100
kimi-k2-thinking,opus-4.1,pku_saferlhf,11,0.05,100
gpt-4o-mini,opus-4.1,pku_saferlhf,137,0.31,100
gpt-4.1-mini,opus-4.1,pku_saferlhf,65,0.01,100
gpt-4o,opus-4.1,pku_saferlhf,3,0.03,100
gpt-4.1,opus-4.1,pku_saferlhf,32,0.26,100
haiku-3.5,opus-4.1,pku_saferlhf,123,0.28,100
sonnet-4.5,opus-4.1,pku_saferlhf,-2,0.72,100
opus-4.1,opus-4.1,pku_saferlhf,0,0.51,100
gemini-2.0-flash-lite,opus-4.1,pku_saferlhf,87,0.08,100
gemini-2.0-flash,opus-4.1,pku_saferlhf,81,0.37,100
ll-3.1-8b,opus-4.1,pku_saferlhf,210,0.52,100
ll-3.1-70b,opus-4.1,pku_saferlhf,158,0.36,100
ll-3.1-405b,opus-4.1,pku_saferlhf,110,0.03,100
qwen-2.5-72b,opus-4.1,pku_saferlhf,155,0.11,100
qwen-3.0-80b,opus-4.1,pku_saferlhf,44,0.0,100
deepseek-3.1,opus-4.1,pku_saferlhf,27,0.0,100
kimi-k2,opus-4.1,pku_saferlhf,23,0.3,100
gpt-oss-120b-thinking,gemini-2.0-flash-lite,pku_saferlhf,-1,0.5820135925399084,100
opus-4.1-thinking,gemini-2.0-flash-lite,pku_saferlhf,-88,0.99,100
gemini-2.5-pro-thinking,gemini-2.0-flash-lite,pku_saferlhf,-92,0.82,100
qwen-3.0-80b-thinking,gemini-2.0-flash-lite,pku_saferlhf,-12,0.0662958843159065,100
deepseek-r1-thinking,gemini-2.0-flash-lite,pku_saferlhf,-65,0.47,100
kimi-k2-thinking,gemini-2.0-flash-lite,pku_saferlhf,-76,0.9,100
gpt-4o-mini,gemini-2.0-flash-lite,pku_saferlhf,50,0.64,100
gpt-4.1-mini,gemini-2.0-flash-lite,pku_saferlhf,-22,0.12,100
gpt-4o,gemini-2.0-flash-lite,pku_saferlhf,-84,0.31,100
gpt-4.1,gemini-2.0-flash-lite,pku_saferlhf,-55,0.92,100
haiku-3.5,gemini-2.0-flash-lite,pku_saferlhf,36,0.4,100
sonnet-4.5,gemini-2.0-flash-lite,pku_saferlhf,-89,1.0,100
opus-4.1,gemini-2.0-flash-lite,pku_saferlhf,-87,0.98,100
gemini-2.0-flash-lite,gemini-2.0-flash-lite,pku_saferlhf,0,0.13,100
gemini-2.0-flash,gemini-2.0-flash-lite,pku_saferlhf,-6,0.78,100
ll-3.1-8b,gemini-2.0-flash-lite,pku_saferlhf,123,0.6,100
ll-3.1-70b,gemini-2.0-flash-lite,pku_saferlhf,71,0.78,100
ll-3.1-405b,gemini-2.0-flash-lite,pku_saferlhf,23,0.83,100
qwen-2.5-72b,gemini-2.0-flash-lite,pku_saferlhf,68,0.82,100
qwen-3.0-80b,gemini-2.0-flash-lite,pku_saferlhf,-43,0.0,100
deepseek-3.1,gemini-2.0-flash-lite,pku_saferlhf,-60,0.02,100
kimi-k2,gemini-2.0-flash-lite,pku_saferlhf,-64,0.86,100
gpt-oss-120b-thinking,gemini-2.0-flash,pku_saferlhf,5,0.71264377159114,100
opus-4.1-thinking,gemini-2.0-flash,pku_saferlhf,-82,0.94,100
gemini-2.5-pro-thinking,gemini-2.0-flash,pku_saferlhf,-86,0.22,100
qwen-3.0-80b-thinking,gemini-2.0-flash,pku_saferlhf,-6,0.0523616734143049,100
deepseek-r1-thinking,gemini-2.0-flash,pku_saferlhf,-59,0.1,100
kimi-k2-thinking,gemini-2.0-flash,pku_saferlhf,-70,0.36,100
gpt-4o-mini,gemini-2.0-flash,pku_saferlhf,56,0.32,100
gpt-4.1-mini,gemini-2.0-flash,pku_saferlhf,-16,0.04,100
gpt-4o,gemini-2.0-flash,pku_saferlhf,-78,0.0507692307692307,100
gpt-4.1,gemini-2.0-flash,pku_saferlhf,-49,0.5,100
haiku-3.5,gemini-2.0-flash,pku_saferlhf,42,0.4,100
sonnet-4.5,gemini-2.0-flash,pku_saferlhf,-83,0.99,100
opus-4.1,gemini-2.0-flash,pku_saferlhf,-81,0.96,100
gemini-2.0-flash-lite,gemini-2.0-flash,pku_saferlhf,6,0.42,100
gemini-2.0-flash,gemini-2.0-flash,pku_saferlhf,0,0.41,100
ll-3.1-8b,gemini-2.0-flash,pku_saferlhf,129,0.55,100
ll-3.1-70b,gemini-2.0-flash,pku_saferlhf,77,0.57,100
ll-3.1-405b,gemini-2.0-flash,pku_saferlhf,29,0.17,100
qwen-2.5-72b,gemini-2.0-flash,pku_saferlhf,74,0.24,100
qwen-3.0-80b,gemini-2.0-flash,pku_saferlhf,-37,0.0,100
deepseek-3.1,gemini-2.0-flash,pku_saferlhf,-54,0.01,100
kimi-k2,gemini-2.0-flash,pku_saferlhf,-58,0.58,100
gpt-oss-120b-thinking,ll-3.1-8b,pku_saferlhf,-124,0.4866310160427807,100
opus-4.1-thinking,ll-3.1-8b,pku_saferlhf,-211,0.9786628733997156,100
gemini-2.5-pro-thinking,ll-3.1-8b,pku_saferlhf,-215,0.78,100
qwen-3.0-80b-thinking,ll-3.1-8b,pku_saferlhf,-135,0.5881460407776197,100
deepseek-r1-thinking,ll-3.1-8b,pku_saferlhf,-188,0.66,100
kimi-k2-thinking,ll-3.1-8b,pku_saferlhf,-199,0.92,100
gpt-4o-mini,ll-3.1-8b,pku_saferlhf,-73,0.6,100
gpt-4.1-mini,ll-3.1-8b,pku_saferlhf,-145,0.26,100
gpt-4o,ll-3.1-8b,pku_saferlhf,-207,0.602051282051282,100
gpt-4.1,ll-3.1-8b,pku_saferlhf,-178,0.91,100
haiku-3.5,ll-3.1-8b,pku_saferlhf,-87,0.58,100
sonnet-4.5,ll-3.1-8b,pku_saferlhf,-212,1.0,100
opus-4.1,ll-3.1-8b,pku_saferlhf,-210,0.99,100
gemini-2.0-flash-lite,ll-3.1-8b,pku_saferlhf,-123,0.88,100
gemini-2.0-flash,ll-3.1-8b,pku_saferlhf,-129,0.76,100
ll-3.1-8b,ll-3.1-8b,pku_saferlhf,0,0.32,100
ll-3.1-70b,ll-3.1-8b,pku_saferlhf,-52,0.79,100
ll-3.1-405b,ll-3.1-8b,pku_saferlhf,-100,0.91,100
qwen-2.5-72b,ll-3.1-8b,pku_saferlhf,-55,0.9,100
qwen-3.0-80b,ll-3.1-8b,pku_saferlhf,-166,0.03,100
deepseek-3.1,ll-3.1-8b,pku_saferlhf,-183,0.18,100
kimi-k2,ll-3.1-8b,pku_saferlhf,-187,0.84,100
gpt-oss-120b-thinking,ll-3.1-70b,pku_saferlhf,-72,0.7289473684210526,100
